cycle;name;location.x;location.y;location.z;name;heading;speed;destination;current_path;current_edge;real_speed;color;car_icon;target;is_arrived
0;Car0;977.9115211190943;1011.6232975735786;0.0;Car0;173.92568073553545;1.0454795293148305;{915.5349417283486,1018.261154900223,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car1;1713.0696212902349;794.0988471695977;0.0;Car1;348.3384339879832;0.832756847117081;{1762.003677082714,783.9993193186572,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car2;229.8623772804897;1087.2381634042538;0.0;Car2;160.23902192057722;1.3822779734405015;{151.80973603613586,1115.2788092575825,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car3;846.6401101081235;842.4442406657735;0.0;Car3;176.47544485653344;0.7582127664675653;{801.2333917170107,845.2409677160972,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car4;218.23790792000585;960.994162003779;0.0;Car4;195.2228224980125;1.0416256457559456;{157.9332840205647,944.583961347653,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car5;1717.649020097736;784.2340760694029;0.0;Car5;12.783318290411849;1.2792007940638201;{1792.4986774419954,801.216585099802,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car6;238.5908448047939;940.1205244341378;0.0;Car6;146.2076716264511;0.7951649780825807;{198.94110663719738,966.6560232191559,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car7;1345.276073739139;1139.9341319703697;0.0;Car7;5.940969270053669;0.8993663930810356;{1398.9482308107645,1145.51940078142,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car8;134.85651380089195;471.047512702167;0.0;Car8;158.87501127522978;0.875983946012802;{85.82963148874867,489.98998233975726,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car9;77.92887770088903;806.5013034434568;0.0;Car9;130.82368175191684;0.991625674565715;{39.033346323534325,851.5245747741997,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car10;811.1034164133296;854.1643162537614;0.0;Car10;142.71071125262839;1.2252989596411625;{752.6135190621401,898.7043999272245,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car11;959.6880368790542;994.4211881821044;0.0;Car11;336.5881472452994;0.3428078278068548;{978.5631547958785,986.2485589768651,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car12;1076.2231172097243;786.645675395974;0.0;Car12;45.37100809566809;0.3211848512279798;{1089.7613140550409,800.3603455468555,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car13;1154.5184019833728;1178.3318613091535;0.0;Car13;5.357935154374644;0.7161077647977028;{1197.297138264103,1182.3439571600206,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car14;234.83865137516966;945.9082828016598;0.0;Car14;179.2913991782876;0.8803358135269632;{182.02254201253595,946.5615149776618,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car15;170.87997620841924;494.91588296498503;0.0;Car15;165.66046044095083;0.4018897445697121;{147.51784288168105,500.88798869653556,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car16;408.33749951861387;1225.7348262451892;0.0;Car16;86.2748658451689;0.20823718293622556;{409.1492504725657,1238.2026595804055,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car17;1275.0182063013456;583.2492227665532;0.0;Car17;317.1827280762316;0.8680020112600846;{1313.2202774589364,547.8523199520985,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car18;979.9177822809647;993.6374927292179;0.0;Car18;189.64483854034407;0.9858581433220732;{921.6023866494974,983.7272336074067,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
0;Car19;666.6994706476095;1232.0922058482315;0.0;Car19;14.462025901703093;0.9481728428906899;{721.7871772600179,1246.2999095391417,0.0};nil;nil;0.0;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');nil;true
1;Car0;970.4359004666516;961.1446221072583;0.0;Car0;223.7962594680358;1.0454795293148305;{925.1579334696855,917.7302867904468,0.0};([Road(27),Road(28),Road(11),Road(2),Road(13),Road(31),Road(36),Road(37),Road(20)]) as path;Road(11);1.0454795293148305;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');{829.9301835848019,80.13972448222921,0.0};false
1;Car1;1692.0311673100746;839.4191045964708;0.0;Car1;114.90155070002014;0.832756847117081;{1670.9927133299143,884.7393620233439,0.0};([Road(3),Road(25),Road(24),Road(12),Road(0)]) as path;Road(3);0.832756847117081;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');{1200.2873322918313,608.9425020660274,0.0};false
1;Car2;276.31994962965683;1151.0536645617176;0.0;Car2;29.496457676374074;1.3822779734405015;{348.50688488508456,1191.8891761113516,0.0};([Road(34),Road(39),Road(38),Road(27),Road(23),Road(25),Road(3)]) as path;Road(39);1.3822779734405015;°red;file('D:/Gama/workspace/TrafficModelV1/includes/red-car.png');{1585.0335256932303,991.2620779725257,0.0};false
